ID,lat,Spaces,x,description,y:location_lat,y:location_lon,y,CycleStandLocations,y:row,northing,title,lng,easting
179,51.36588824267,9,525046,"9 cycle parking spaces"," "," ",164509,"West Sutton Station",180,164509,"West Sutton Station",-0.205143224917,525046
180,51.3670318797,8,525769,"8 cycle parking spaces"," "," ",164654,"Asda, High Street",181,164654,"Asda, High Street",-0.19471192689186,525769
181,51.365567052627,2,526336,"2 cycle parking spaces"," "," ",164505,"5-6 Broadway",182,164505,"5-6 Broadway",-0.18662428794788,526336
182,51.365658131533,2,526371,"2 cycle parking spaces"," "," ",164516,"Lower Road &amp;#92;/ Thicket Road junction",183,164516,"Lower Road &amp;#92;/ Thicket Road junction",-0.18611789615852,526371
183,51.365527909172,2,526512,"2 cycle parking spaces"," "," ",164505,"43-45 Lower Road",184,164505,"43-45 Lower Road",-0.18409750513492,526512
184,51.36547963481,2,526527,"2 cycle parking spaces"," "," ",164500,"51A Lower Road",185,164500,"51A Lower Road",-0.18388393228053,526527
185,51.366032000995,4,525820,"4 cycle parking spaces"," "," ",164544,"High Street &amp;#92;/ Benhill Avenue  junction",186,164544,"High Street &amp;#92;/ Benhill Avenue  junction",-0.19401859973726,525820
186,51.366000257458,8,525801,"8 cycle parking spaces"," "," ",164540,"High Street &amp;#92;/ Benhill Avenue",187,164540,"High Street &amp;#92;/ Benhill Avenue",-0.19429279567184,525801
187,51.365536598231,2,525825,"2 cycle parking spaces"," "," ",164489,"High Street &amp;#92;/ Manor Place",188,164489,"High Street &amp;#92;/ Manor Place",-0.19396626138254,525825
188,51.365383151759,2,525828,"2 cycle parking spaces"," "," ",164472,"High Street outside  Bradford &amp; Bingley",189,164472,"High Street outside  Bradford &amp; Bingley",-0.19392920174751,525828
189,51.365193756472,4,525831,"4 cycle parking spaces"," "," ",164451,"High Street outside shoeshop",190,164451,"High Street outside shoeshop",-0.19389355664834,525831
190,51.364770029851,2,525837,"2 cycle parking spaces"," "," ",164404,"High Street &amp;#92;/ Lodge Place",191,164404,"High Street &amp;#92;/ Lodge Place",-0.19382403519189,525837
191,51.364225263149,2,525862,"2 cycle parking spaces"," "," ",164344,"High Street outside Top Shop",192,164344,"High Street outside Top Shop",-0.19348634050084,525862
192,51.36390916126,2,525869,"2 cycle parking spaces"," "," ",164309,"High Street outside  BHS",193,164309,"High Street outside  BHS",-0.19339822395985,525869
193,51.363640741228,8,525823,"8 cycle parking spaces"," "," ",164278,"Rear St Nicholas centre and Bowling Alley",194,164278,"Rear St Nicholas centre and Bowling Alley",-0.19406957189682,525823
194,51.363330437598,6,525885,"6 cycle parking spaces"," "," ",164245,"High St outside Boots",195,164245,"High St outside Boots",-0.1931911600846,525885
195,51.363148036204,4,525897,"4 cycle parking spaces"," "," ",164225,"High Street outside Adams",196,164225,"High Street outside Adams",-0.19302596143627,525897
196,51.362550673036,4,525916,"4 cycle parking spaces"," "," ",164159,"High Street outside  Woolworths",197,164159,"High Street outside  Woolworths",-0.19277654543826,525916
197,51.3622426718,4,525927,"4 cycle parking spaces"," "," ",164125,"High Street",198,164125,"High Street",-0.19263065996811,525927
198,51.362176438639,2,525942,"2 cycle parking spaces"," "," ",164118,"High Street",199,164118,"High Street",-0.19241780059753,525942
199,51.362125173691,2,525930,"2 cycle parking spaces"," "," ",164112,"High Street",200,164112,"High Street",-0.19259219202905,525930
200,51.362039510049,6,525911,"6 cycle parking spaces"," "," ",164102,"High Street &amp;#92;/ St Nicholas Road junction",201,164102,"High Street &amp;#92;/ St Nicholas Road junction",-0.19286848787723,525911
201,51.362103955547,8,525701,"8 cycle parking spaces"," "," ",164104,"Gibson Road",202,164104,"Gibson Road",-0.19588247911061,525701
202,51.361752711112,4,525948,"4 cycle parking spaces"," "," ",164071,"High Street",203,164071,"High Street",-0.19234829665393,525948
203,51.361382685173,4,525955,"4 cycle parking spaces"," "," ",164030,"High Street junction with Cheam Road",204,164030,"High Street junction with Cheam Road",-0.19226231536734,525955
204,51.360926899707,2,525984,"2 cycle parking spaces"," "," ",163980,"High Street",205,163980,"High Street",-0.19186370285785,525984
205,51.360881520527,2,525986,"2 cycle parking spaces"," "," ",163975,"High Street",206,163975,"High Street",-0.19183676181963,525986
206,51.360818388547,2,525987,"2 cycle parking spaces"," "," ",163968,"High Street",207,163968,"High Street",-0.19182488398166,525987
207,51.360785763549,4,525972,"4 cycle parking spaces"," "," ",163964,"Morrisons, High Street",208,163964,"Morrisons, High Street",-0.19204162892983,525972
208,51.360571080278,4,526008,"4 cycle parking spaces"," "," ",163941,"Sutton Court Road junction with High Street",209,163941,"Sutton Court Road junction with High Street",-0.19153298034479,526008
209,51.36025105683,2,525911,"2 cycle parking spaces"," "," ",163903,"Grove Road",210,163903,"Grove Road",-0.19293887763683,525911
210,51.359359481262,70,526041,"70 cycle parking spaces"," "," ",163807,"Sutton station",211,163807,"Sutton station",-0.19110670226115,526041
211,51.359102276753,2,525985,"2 cycle parking spaces"," "," ",163777,"14 Mulgrave Road",212,163777,"14 Mulgrave Road",-0.19192118971581,525985
212,51.385601361144,4,526044,"4 cycle parking spaces"," "," ",166727,"Mecca Bingo",213,166727,"Mecca Bingo",-0.19002901692472,526044
213,51.385199044626,2,525994,"2 cycle parking spaces"," "," ",166681,"6-7 St. Helier Avenue",214,166681,"6-7 St. Helier Avenue",-0.19076347320186,525994
214,51.384561997,8,526660.57,"8 cycle parking spaces"," "," ",166626.61,"Sutton Arena Leisure Centre",215,166626.61,"Sutton Arena Leisure Centre",-0.1812090077398,526660.57
215,51.385579734497,4,527109,"4 cycle parking spaces"," "," ",166751,"Middleton Library",216,166751,"Middleton Library",-0.17472391051799,527109
216,51.385579734497,10,527109,"10 cycle parking spaces"," "," ",166751,"Green Wrythe Lane Clinic",217,166751,"Green Wrythe Lane Clinic",-0.17472391051799,527109
217,51.384844205085,4,527183,"4 cycle parking spaces"," "," ",166671,"Middleton Road",218,166671,"Middleton Road",-0.17368967923437,527183
218,51.384704217916,4,527166,"4 cycle parking spaces"," "," ",166655,"Middleton Road",219,166655,"Middleton Road",-0.17393956825523,527166
219,51.383890675701,2,528306,"2 cycle parking spaces"," "," ",166593,"68 London Road",220,166593,"68 London Road",-0.15758867655819,528306
220,51.383710032419,2,528310,"2 cycle parking spaces"," "," ",166573,"72 London Road",221,166573,"72 London Road",-0.1575384462362,528310
221,51.382347923736,26,528412,"26 cycle parking spaces"," "," ",166424,BedZED,222,166424,BedZED,-0.15612732398218,528412
222,51.383799270919,8,526065,"8 cycle parking spaces"," "," ",166527,"Jn Wrythe Lane &amp;#92;/ Rose Hill",223,166527,"Jn Wrythe Lane &amp;#92;/ Rose Hill",-0.18979831937964,526065
223,51.383785952667,2,526125,"2 cycle parking spaces"," "," ",166527,"324 Wrythe Lane",224,166527,"324 Wrythe Lane",-0.18893657176969,526125
224,51.383100914929,2,526215,"2 cycle parking spaces"," "," ",166453,"312 Wrythe Lane",225,166453,"312 Wrythe Lane",-0.18767022357598,526215
225,51.382848830586,2,526217,"2 cycle parking spaces"," "," ",166425,"1 The Market, Wrythe Lane",226,166425,"1 The Market, Wrythe Lane",-0.18765143976145,526217
226,51.379527537017,2,528445,"2 cycle parking spaces"," "," ",166111,"168 Hackbridge Road",227,166111,"168 Hackbridge Road",-0.15576645833919,528445
227,51.3793506796,2,528472,"2 cycle parking spaces"," "," ",166092,"17 London Road",228,166092,"17 London Road",-0.15538557991791,528472
228,51.379114756666,2,528482,"2 cycle parking spaces"," "," ",166066,"29 London Road",229,166066,"29 London Road",-0.15525136627581,528482
229,51.380484066507,10,526505,"10 cycle parking spaces"," "," ",166169,"St Helier Hospital",230,166169,"St Helier Hospital",-0.1836062342448,526505
230,51.380484066507,6,526505,"6 cycle parking spaces"," "," ",166169,"Sutton Common Station",231,166169,"Sutton Common Station",-0.1836062342448,526505
231,51.374761835979,6,526977,"6 cycle parking spaces"," "," ",165544,"Wrythe Lane &amp;#92;/ Connaught Road junction",232,165544,"Wrythe Lane &amp;#92;/ Connaught Road junction",-0.17705084088193,526977
232,51.371721393031,1,527351,"1 cycle parking spaces"," "," ",165215,"Wrythe Lane",233,165215,"Wrythe Lane",-0.17179817369095,527351
233,51.371710389098,1,527360,"1 cycle parking spaces"," "," ",165214,"Wrythe Lane",234,165214,"Wrythe Lane",-0.17166930481871,527360
234,51.372944397935,6,527588,"6 cycle parking spaces"," "," ",165357,"Green Wrythe Lane near Aultone Way",235,165357,"Green Wrythe Lane near Aultone Way",-0.16834427421473,527588
235,51.372756567677,6,527584,"6 cycle parking spaces"," "," ",165336,"Green Wrythe Lane",236,165336,"Green Wrythe Lane",-0.16840924170347,527584
236,51.374649332542,4,529467,"4 cycle parking spaces"," "," ",165594,"Beddington Park Sports Centre",237,165594,"Beddington Park Sports Centre",-0.14127797208816,529467
237,51.372384050666,4,528201,"4 cycle parking spaces"," "," ",165310,"Mill&amp;#92;/Strawberry Lane",238,165310,"Mill&amp;#92;/Strawberry Lane",-0.15955924307728,528201
238,51.37263396274,10,526847,"10 cycle parking spaces"," "," ",165304,"Royston Park",239,165304,"Royston Park",-0.17900316763577,526847
239,51.359063638863,2,524241,"2 cycle parking spaces"," "," ",163730,"52 The Broadway",240,163730,"52 The Broadway",-0.21697256629659,524241
240,51.356378229766,4,524315,"4 cycle parking spaces"," "," ",163433,"57 Station Way",241,163433,"57 Station Way",-0.21601400213797,524315
241,51.362248489028,10,523855,"10 cycle parking spaces"," "," ",164075,"CHEAM REC",242,164075,"CHEAM REC",-0.22239355211298,523855
242,51.384900092066,6,524906,"6 cycle parking spaces"," "," ",166621,"Sutton Common Recreation Ground",243,166621,"Sutton Common Recreation Ground",-0.20641151170545,524906
243,51.380731190554,2,523296,"2 cycle parking spaces"," "," ",166118,"125-133 Dorchester Road",244,166118,"125-133 Dorchester Road",-0.22971052316337,523296
244,51.376759204005,2,522796,"2 cycle parking spaces"," "," ",165664,"Cheam Common Road",245,165664,"Cheam Common Road",-0.23704822606363,522796
245,51.377674955763,2,522634,"2 cycle parking spaces"," "," ",165762,"Central Road North Side",246,165762,"Central Road North Side",-0.2393408580597,522634
246,51.377536983987,2,522607,"2 cycle parking spaces"," "," ",165746,"Central Road North Side",247,165746,"Central Road North Side",-0.23973411950361,522607
247,51.379575801801,6,522363,"6 cycle parking spaces"," "," ",165967,"Central Road South  Side",248,165967,"Central Road South  Side",-0.24316213998153,522363
248,51.380707669648,8,524188,"8 cycle parking spaces"," "," ",166137,"Library Stonecot Hill Ridge Road",249,166137,"Library Stonecot Hill Ridge Road",-0.21689321657039,524188
249,51.366753504228,10,528142,"10 cycle parking spaces"," "," ",164682,"Grove Park Play Ground",250,164682,"Grove Park Play Ground",-0.16063258651938,528142
250,51.366743808701,4,528185,"4 cycle parking spaces"," "," ",164682,"Grove Caf&amp;#92;u00e9",251,164682,"Grove Caf&amp;#92;u00e9",-0.16001524000137,528185
251,51.372196015981,6,522535,"6 cycle parking spaces"," "," ",165150,"Cuddington Recreation Ground",252,165150,"Cuddington Recreation Ground",-0.24097342589151,522535
252,51.355742645207,6,528030,"6 cycle parking spaces"," "," ",163454,"Stanley Park",253,163454,"Stanley Park",-0.1626822431223,528030
253,51.38817857338,10,526901,"10 cycle parking spaces"," "," ",167035,"Quad Youth Centre",254,167035,"Quad Youth Centre",-0.17761000211511,526901
254,51.372035396019,12,528153,"12 cycle parking spaces"," "," ",165270,"Strawberry Lodge",255,165270,"Strawberry Lodge",-0.16026286855295,528153
255,51.369153978603,6,523799,"6 cycle parking spaces"," "," ",164842,"Cheam District Office",256,164842,"Cheam District Office",-0.22293066978944,523799
256,51.368429366267,10,523701,"10 cycle parking spaces"," "," ",164759,"Cheam Leisure Centre",257,164759,"Cheam Leisure Centre",-0.22436662435307,523701
257,51.37212590543,4,527751,"4 cycle parking spaces"," "," ",165270,"Tom Brakes office",258,165270,"Tom Brakes office",-0.16603502014561,527751
258,51.360468265111,8,525049,"8 cycle parking spaces"," "," ",163906,"Cannons Gym",259,163906,"Cannons Gym",-0.20531200914654,525049
259,51.375113040433,10,529246,"10 cycle parking spaces"," "," ",165640,"Beddington Park Cafe",260,165640,"Beddington Park Cafe",-0.14443464718539,529246
260,51.357092285611,2,530709,"2 cycle parking spaces"," "," ",163672,"Roundshaw Park Changing Room",261,163672,"Roundshaw Park Changing Room",-0.12414992938947,530709
261,51.356347806865,10,530272,"10 cycle parking spaces"," "," ",163578,"Croygas Sports Club",262,163578,"Croygas Sports Club",-0.13045685632358,530272
262,51.368612416793,6,527749,"6 cycle parking spaces"," "," ",164879,"Carshalton Station",263,164879,"Carshalton Station",-0.16620413554871,527749
263,51.38290828125,10,528398,"10 cycle parking spaces"," "," ",166486,BedZED,264,166486,BedZED,-0.1563059968069,528398
264,51.34110623941,6,527494,"6 cycle parking spaces"," "," ",161812,"Oaks Park Cafe",265,161812,"Oaks Park Cafe",-0.17096341480277,527494
265,51.369828805279,2,526812,"2 cycle parking spaces"," "," ",164991,"Erskine Road",266,164991,"Erskine Road",-0.1796172997904,526812
266,51.384770994669,10,526666,"10 cycle parking spaces"," "," ",166650,"St Helier Open Space",267,166650,"St Helier Open Space",-0.18112268426892,526666
267,51.37503311955,10,527331,"10 cycle parking spaces"," "," ",165583,"Century Youth Centre",268,165583,"Century Youth Centre",-0.17195361498212,527331
268,51.384299360175,4,526645,"4 cycle parking spaces"," "," ",166597,"Sutton Arena Leisure Centre",269,166597,"Sutton Arena Leisure Centre",-0.18144318279365,526645
269,51.359264670576,4,528909,"4 cycle parking spaces"," "," ",163868,"Beddington Gardens &amp;#92;/ Manor Road",270,163868,"Beddington Gardens &amp;#92;/ Manor Road",-0.14991571537487,528909
270,51.38339273828,6,526115,"6 cycle parking spaces"," "," ",166483,"17 Wrythe Lane",271,166483,"17 Wrythe Lane",-0.18909580526081,526115
271,51.364616468663,6,528014,"6 cycle parking spaces"," "," ",164441,"Carshalton Library",272,164441,"Carshalton Library",-0.16255696452052,528014
272,51.379662793984,4,528443,"4 cycle parking spaces"," "," ",166126,"London Road &amp;#92;/ Hackbridge Rd",273,166126,"London Road &amp;#92;/ Hackbridge Rd",-0.15578976178055,528443
273,51.362269924856,4,524989,"4 cycle parking spaces"," "," ",164105,"Gander Green Lane &amp;#92;/ Tate Road",274,164105,"Gander Green Lane &amp;#92;/ Tate Road",-0.20610345197872,524989
274,51.360871521815,6,530022,"6 cycle parking spaces"," "," ",164075,"Mellows Park Cafe",275,164075,"Mellows Park Cafe",-0.13386369789262,530022
275,51.37057625871,8,525997,"8 cycle parking spaces"," "," ",165054,"Granfers Hall",276,165054,"Granfers Hall",-0.19129683080995,525997
276,51.383435013756,4,526046,"4 cycle parking spaces"," "," ",166486,"The Market, Wrythe Lane",277,166486,"The Market, Wrythe Lane",-0.19008574301141,526046
277,51.362806812007,12,528188,"12 cycle parking spaces"," "," ",164244,"Carshalton Park",278,164244,"Carshalton Park",-0.16012993402004,528188
278,51.386053505593,16,529783,"16 cycle parking spaces"," "," ",166871,"Therapia Lane Council Depot",279,166871,"Therapia Lane Council Depot",-0.13627436019455,529783
279,51.358341130835,6,528860,"6 cycle parking spaces"," "," ",163764,"Wallington Library Car Park",280,163764,"Wallington Library Car Park",-0.15065672841783,528860
280,51.358204646101,6,524347,"6 cycle parking spaces"," "," ",163637,"Sainsbury's Local Cheam",281,163637,"Sainsbury's Local Cheam",-0.21548342552218,524347
281,51.364908770237,6,525738,"6 cycle parking spaces"," "," ",164417,"Cinema, St Nicholas Way",282,164417,"Cinema, St Nicholas Way",-0.19524074101478,525738
282,51.35922854072,4,525983,"4 cycle parking spaces"," "," ",163791,"10 Mulgrave Road",283,163791,"10 Mulgrave Road",-0.1919449449186,525983
283,51.361829393236,34,525764,"34 cycle parking spaces"," "," ",164075,"Civic Centre&amp;#92;/Library",284,164075,"Civic Centre&amp;#92;/Library",-0.19498831495363,525764
284,51.357820036,6,528780,"6 cycle parking spaces"," "," ",163704,"Wallington Magistrates Court",285,163704,"Wallington Magistrates Court",-0.15182676728964,528780
285,51.358865892006,6,530656,"6 cycle parking spaces"," "," ",163868,"Powerleague Soccer",286,163868,"Powerleague Soccer",-0.12483873968396,530656
286,51.357275757354,20,528842,"20 cycle parking spaces"," "," ",163645,"Shotfield Health Centre",287,163645,"Shotfield Health Centre",-0.1509581684335,528842
287,51.392353896752,2,527038,"2 cycle parking spaces"," "," ",167503,"Hillfield Parade",288,167503,"Hillfield Parade",-0.17547486926221,527038
288,51.369976104301,2,526756,"2 cycle parking spaces"," "," ",165006,"Erskine Road",289,165006,"Erskine Road",-0.18041600475916,526756
289,51.366067079917,2,526714,"2 cycle parking spaces"," "," ",164570,"Westmead Road",290,164570,"Westmead Road",-0.18117431008879,526714
290,51.363062699403,6,526605,"6 cycle parking spaces"," "," ",164233,"Our Lady of the Rosary Church",291,164233,"Our Lady of the Rosary Church",-0.18285909166357,526605
291,51.371025825572,6,527967,"6 cycle parking spaces"," "," ",165153,"24 Denmark Road",292,165153,"24 Denmark Road",-0.16297564814568,527967
292,51.367044885917,10,525140,"10 cycle parking spaces"," "," ",164640,"Sutton Utd FC",293,164640,"Sutton Utd FC",-0.20374760215462,525140
293,51.369361644672,10,527414,"10 cycle parking spaces"," "," ",164954,"Carshalton Athletic FC",294,164954,"Carshalton Athletic FC",-0.17098705927699,527414
294,51.37776754204,10,525706,"10 cycle parking spaces"," "," ",165847,"Sutton Junior Tennis Club",295,165847,"Sutton Junior Tennis Club",-0.19519486425707,525706
295,51.377969666873,20,528578,"20 cycle parking spaces"," "," ",165941,"Hackbridge Station",296,165941,"Hackbridge Station",-0.15391793471231,528578
296,51.36152980754,8,525615,"8 cycle parking spaces"," "," ",164038,"Secombe Theatre",297,164038,"Secombe Theatre",-0.19714036367512,525615
297,51.367863686472,20,528320,"20 cycle parking spaces"," "," ",164810,"Westcroft Leisure Centre",298,164810,"Westcroft Leisure Centre",-0.15803090238277,528320
298,51.368705424049,20,523754,"20 cycle parking spaces"," "," ",164791,"Cheam Leisure Centre",299,164791,"Cheam Leisure Centre",-0.2235945247331,523754
